"Customweb_UnzerCw::!label (Live)","!label (Live)"
"Customweb_UnzerCw::Transaction was authorized over the deferred authorization mechanism.","La transazione é stata autorizzata con il meccanismo di autorizzazione differita."
"Customweb_UnzerCw::Transaction was authorized, but is already failed in store.","Transaction was authorized, but is already failed in store."
"Customweb_UnzerCw::Transaction was cancelled or refunded, but status change cannot be reflected in store.","Transaction was cancelled or refunded, but status change cannot be reflected in store."
"Customweb_UnzerCw::Transaction was cancelled, but is already authorized in store.","Transaction was cancelled, but is already authorized in store."
"Customweb_UnzerCw::Transaction was captured in Unzer, but cannot be captured in store.","Transaction was captured in Unzer, but cannot be captured in store."
"Customweb_UnzerCw::Transactions","Transazioni"
"Customweb_UnzerCw::Unable to process form data: '@inner'.","Unable to process form data: '@inner'."
"Customweb_UnzerCw::Unable to save the invoice.","Impossibile salvare la fattura."
"Customweb_UnzerCw::Uncertain Status","Uncertain Status"
"Customweb_UnzerCw::Uncertain transactions","Transazioni incerte"
"Customweb_UnzerCw::Unfortunately you cannot continue.","Unfortunately you cannot continue."
"Customweb_UnzerCw::Unless you select this checkbox, the payment will be captured at the PSP and you can not add additional captures.","Se non si seleziona questa casella di controllo, il pagamento sarà catturato al PSP e non è possibile aggiungere ulteriori catture."
"Customweb_UnzerCw::Update","Aggiornamento"
"Customweb_UnzerCw::Update Qty's","Regolare la quantità"
"Customweb_UnzerCw::Update interval for payments","Intervallo di aggiornamento per i pagamenti"
"Customweb_UnzerCw::Use Base Currency","Usa valuta di base"
"Customweb_UnzerCw::Use Default","Usare le impostazioni standard"
"Customweb_UnzerCw::Use base currency","Usa la valuta di base"
"Customweb_UnzerCw::VISA","VISA"
"Customweb_UnzerCw::Validation","Validazione"
"Customweb_UnzerCw::Value for '@name' must be set.","Value for '@name' must be set."
"Customweb_UnzerCw::Version","Versione"
"Customweb_UnzerCw::View","Visualizza"
"Customweb_UnzerCw::Wait On Success Page","Aspetta sulla pagina di successo"
"Customweb_UnzerCw::We cannot get the transaction instance.","Non possiamo stabilire una transazione."
"Customweb_UnzerCw::We experienced a problem with your sellxed payment extension. For more information, please visit the configuration page of the plugin.","Si é verificato un problema con l'estensione del tuo pagamento sellxed . Per maggiori informazioni, si prega di visitare la pagina di configurazione del Unzer plugin."
"Customweb_UnzerCw::When the store is not available (network outage, server failure or any other outage), when the feedback of Unzer is sent, then the transaction state is not updated. Hence no order confirmation e-mail is sent and the order is not in the paid state. By activating the transaction update, such transactions can be authorized later over direct link. To use this feature the update service must be activated and the API username and the API password must be set.","When the store is not available (network outage, server failure or any other outage), when the feedback of Unzer is sent, then the transaction state is not updated. Hence no order confirmation e-mail is sent and the order is not in the paid state. By activating the transaction update, such transactions can be authorized later over direct link. To use this feature the update service must be activated and the API username and the API password must be set."
"Customweb_UnzerCw::When using an external checkout, the customer can either be asked to chose an option to authenticate (as guest, register or login) or he can always be checked out as guest. For the second option to work, guest checkout has to be enabled in magento.","Quando si utilizza un checkout esterno, può essere chiesto al cliente di scegliere l'opzione di autenticazione (come ospite, registrato o login) oppure può sempre fare il checkout come ospite. Affinché  la seconda opzione funzioni, il checkout come ospite deve essere abilitato in Magento."
"Customweb_UnzerCw::Wide (label from Unzer)","Wide (label from Unzer)"
"Customweb_UnzerCw::Year","Anno"
"Customweb_UnzerCw::Yes","Si"
"Customweb_UnzerCw::Yes, use images for the brand selection.","Yes, use images for the brand selection."
"Customweb_UnzerCw::You can allow the customers to manage/delete their aliases in the their account.","Puoi permettere ai clienti di gestire/eliminare il loro alias nel loro account."
"Customweb_UnzerCw::You can decide on the order status new orders should have after they are processed successfully.","Definire lo stato dell'ordine per i nuovi ordini, che sono stati trattati con successo."
"Customweb_UnzerCw::You can decide on the order status new orders should have that have an uncertain authorization status.","Definire lo stato dell'ordine per i nuovi ordini che hanno uno status incerto."
"Customweb_UnzerCw::You can specify the order status for new orders that have an uncertain authorisation status.","You can specify the order status for new orders that have an uncertain authorisation status."
"Customweb_UnzerCw::You can specify the order status for orders that are captured either directly after the order or manually in the backend.","You can specify the order status for orders that are captured either directly after the order or manually in the backend."
"Customweb_UnzerCw::You can specify the order status when an order is cancelled.","You can specify the order status when an order is cancelled."
"Customweb_UnzerCw::You created the order.","Hai creato questo ordine."
"Customweb_UnzerCw::You have no stored aliases.","Non hai nessun alias memorizzato."
"Customweb_UnzerCw::You have to configure the merchant name in the payment method configuration.","You have to configure the merchant name in the payment method configuration."
"Customweb_UnzerCw::You have to enter a card number.","SI prega di inserire il numero della carta di credito."
"Customweb_UnzerCw::You have to enter bank code of your bank.","Si prega di inserire il codice delle tua banca"
"Customweb_UnzerCw::You have to enter commercial number of you company.","Si prega di inserire il numero di iscrizione nel registro delle imprese."
"Customweb_UnzerCw::You have to enter either the CVC code or the issue number of your card.","Si prega di inserire il codice CVC o il numero di emissione della carta."
"Customweb_UnzerCw::You have to enter sales tax number of you company.","SI prega di inserire il numero di partita IVA."
"Customweb_UnzerCw::You have to enter sales tax number of your company.","È necessario inserire il numero di imposta sulle vendite della tua azienda."
"Customweb_UnzerCw::You have to enter the BIC.","Si prega di inserire il BIC della tua banca."
"Customweb_UnzerCw::You have to enter the CVC code from your card.","Si prega di inserire il CVC della carta di credito."
"Customweb_UnzerCw::You have to enter the IBAN.","Si prega di inserire il codice IBAN."
"Customweb_UnzerCw::You have to enter the account holder name on the card.","Si prega di inserire il nome del titolare del conto come scritto sulla carta."
"Customweb_UnzerCw::You have to enter the account holder name.","Si prega di inserire qui il nome del titolare del conto sulla carta."
"Customweb_UnzerCw::You have to enter the card holder name on the card.","Si prega di inserire il nome del proprietario della carta."
"Customweb_UnzerCw::You have to enter the location of your bank.","Si prega di inserire la posizione della banca."
"Customweb_UnzerCw::You have to enter the name of the account owner.","Si prega di inserire il nome del titolare del conto."
"Customweb_UnzerCw::You have to enter the name of your bank.","Si prega di indicare il nome della banca."
"Customweb_UnzerCw::You have to enter your IBAN Number.","Si prega di inserire il codice IBAN."
"Customweb_UnzerCw::You have to enter your bank account number.","Si prega di inserire l'IBAN (numero di conto bancario internazionale)."
"Customweb_UnzerCw::You have to enter your social security number.","Si prega di inserire il numero di sicurezza sociale."
"Customweb_UnzerCw::You may choose one of the cards you paid before on this site.","È possibile scegliere una delle schede usate in precedenza:"
"Customweb_UnzerCw::You may choose one of your stored payment details.","È possibile scegliere uno dei tuoi dati di pagamento memorizzati."
"Customweb_UnzerCw::You will be redirect to the order confirmation page.","Verrai reindirizzato alla pagina di conferma dell'ordine."
"Customweb_UnzerCw::Your browser does not allow the execution of JavaScript. Please activate JavaScript in your browser and reload this page.","Il tuo browser non permette l'esecuzione di JavaScript. Si prega di attivare JavaScript nel tuo browser e ricarica questa pagina."
"Customweb_UnzerCw::Your checkout session expired.","Your checkout session expired."
"Customweb_UnzerCw::Your payment is currently pending.","Your payment is currently pending."
"Customweb_UnzerCw::UnzerCw Aliases","UnzerCw Alias"
"Customweb_UnzerCw::____paymentMethodName____","____paymentMethodName____"
"Customweb_UnzerCw::Unzer Aliases","Unzer Aliases"
"Customweb_UnzerCw::Unzer Authorization ID","Unzer Authorization ID"
"Customweb_UnzerCw::Unzer Basket ID","Unzer Basket ID"
"Customweb_UnzerCw::Unzer Canceled Amount","Unzer Canceled Amount"
"Customweb_UnzerCw::Unzer Charge ID","Unzer Charge ID"
"Customweb_UnzerCw::Unzer Charged Amount","Unzer Charged Amount"
"Customweb_UnzerCw::Unzer Customer ID","Unzer Customer ID"
"Customweb_UnzerCw::Unzer Error","Errore di Unzer"
"Customweb_UnzerCw::Unzer Metadata ID","Unzer Metadata ID"
"Customweb_UnzerCw::Unzer Parameters","Impostazioni per Unzer"
"Customweb_UnzerCw::Unzer Payment ID","Unzer Payment ID"
"Customweb_UnzerCw::Unzer Refund Items","Articoli rimborsati Unzer"
"Customweb_UnzerCw::Unzer Remaining Amount","Unzer Remaining Amount"
"Customweb_UnzerCw::Unzer Section","Sezione Unzer"
"Customweb_UnzerCw::Unzer Short ID","Unzer Short ID"
"Customweb_UnzerCw::Unzer Total Amount","Unzer Total Amount"
"Customweb_UnzerCw::Unzer Trace ID","Unzer Trace ID"
"Customweb_UnzerCw::Unzer Trace ID (processing)","Unzer Trace ID (processing)"
"Customweb_UnzerCw::Unzer Transactions","Unzer transazioni"
"Customweb_UnzerCw::Unzer Type ID","Unzer Type ID"
"Customweb_UnzerCw::Unzer Unique ID","Unzer Unique ID"
"Customweb_UnzerCw::Unzer:","Unzer:"
"Customweb_UnzerCw::Unzer: Alias Management","Unzer: Alias Management"
"Customweb_UnzerCw::customweb ltd","customweb SRL"
"Customweb_UnzerCw::no","no"
"Customweb_UnzerCw::or","oppure"
"Customweb_UnzerCw::yes","yes"
