"Customweb_UnzerCw::!label (Live)","!label (Live)"
"Customweb_UnzerCw::Transaction Cancelled","Transaction annulée"
"Customweb_UnzerCw::Transaction Captured","Transaction comptabilisée"
"Customweb_UnzerCw::Transaction History","Relevé des opérations"
"Customweb_UnzerCw::Transaction Id","Transaction ID"
"Customweb_UnzerCw::Transaction Paid","Transacion payée"
"Customweb_UnzerCw::Transaction Uncertain","La transaction est incertaine"
"Customweb_UnzerCw::Transaction Updates","Mises à jour pour les transactions"
"Customweb_UnzerCw::Transaction cancelled successfully","La transaction a été annulée"
"Customweb_UnzerCw::Transaction captured successfully","Transaction capturé avec succès"
"Customweb_UnzerCw::Transaction history","Historique de transactions"
"Customweb_UnzerCw::Transaction in state partial capture.","Transaction in state partial capture."
"Customweb_UnzerCw::Transaction is in state partial capture.","Transaction is in state partial capture."
"Customweb_UnzerCw::Transaction should be manually reviewed due to a received chargeback.","Transaction should be manually reviewed due to a received chargeback."
"Customweb_UnzerCw::Transaction should be manually reviewed.","Transaction should be manually reviewed."
"Customweb_UnzerCw::Transaction was authorized over the deferred authorization mechanism.","L'opération a été autorisée avec le mécanisme d'autorisation différé."
"Customweb_UnzerCw::Transaction was authorized, but is already failed in store.","Transaction was authorized, but is already failed in store."
"Customweb_UnzerCw::Transaction was cancelled or refunded, but status change cannot be reflected in store.","Transaction was cancelled or refunded, but status change cannot be reflected in store."
"Customweb_UnzerCw::Transaction was cancelled, but is already authorized in store.","Transaction was cancelled, but is already authorized in store."
"Customweb_UnzerCw::Transaction was captured in Unzer, but cannot be captured in store.","Transaction was captured in Unzer, but cannot be captured in store."
"Customweb_UnzerCw::Transactions","Transactions"
"Customweb_UnzerCw::Unable to process form data: '@inner'.","Unable to process form data: '@inner'."
"Customweb_UnzerCw::Unable to save the invoice.","Impossible d'enregistrer la facture."
"Customweb_UnzerCw::Uncertain Status","Statut incertain"
"Customweb_UnzerCw::Uncertain transactions","Transactions incertaines"
"Customweb_UnzerCw::Unfortunately you cannot continue.","Unfortunately you cannot continue."
"Customweb_UnzerCw::Unless you select this checkbox, the payment will be captured at the PSP and you can not add additional captures.","Si vous ne cochez pas cette case, le paiement sera capturé au PSP et vous ne pourrez pas ajouter de captures supplémentaires."
"Customweb_UnzerCw::Update","Mettre à jour"
"Customweb_UnzerCw::Update Qty's","Ajuster la quantité"
"Customweb_UnzerCw::Update interval for payments","Interval de l'actualisation pour paiements via API"
"Customweb_UnzerCw::Use Base Currency","Utiliser devise de base"
"Customweb_UnzerCw::Use Default","Utilisez les paramètres standard"
"Customweb_UnzerCw::Use base currency","Utiliser la devise de base"
"Customweb_UnzerCw::VISA","VISA"
"Customweb_UnzerCw::Validation","Valider"
"Customweb_UnzerCw::Value for '@name' must be set.","Value for '@name' must be set."
"Customweb_UnzerCw::Version","Version"
"Customweb_UnzerCw::View","Afficher"
"Customweb_UnzerCw::Wait On Success Page","Attendre sur la page de la réussite"
"Customweb_UnzerCw::We cannot get the transaction instance.","Nous ne pouvons pas établir une transaction."
"Customweb_UnzerCw::We experienced a problem with your sellxed payment extension. For more information, please visit the configuration page of the plugin.","Il y a un problème avec votre module de paiement sellxed. Pour plus d'informations, veuillez visiter la page d'informations du plugin."
"Customweb_UnzerCw::When the store is not available (network outage, server failure or any other outage), when the feedback of Unzer is sent, then the transaction state is not updated. Hence no order confirmation e-mail is sent and the order is not in the paid state. By activating the transaction update, such transactions can be authorized later over direct link. To use this feature the update service must be activated and the API username and the API password must be set.","Lorsque la boutique n'est pas disponible (panne de réseau, une panne de serveur ou de toute autre panne), après le retour de Unzer envoyé,  le statut de la transaction ne sera pas mis à jour. Par conséquent, aucune confirmation de commande sera envoyé par e-mail et la commande n'aura pas le statut payé. En activant la mise à jour de la transaction, ces opérations peuvent être autorisées plus tard sur la liaison directe. Pour utiliser cette fonction, le service de mise à jour doit être activé et le nom d'utilisateur de l'API et le mot de passe de l'API doit être aussi configuré."
"Customweb_UnzerCw::When using an external checkout, the customer can either be asked to chose an option to authenticate (as guest, register or login) or he can always be checked out as guest. For the second option to work, guest checkout has to be enabled in magento.","Lorsque vous utilisez une commande externe, le client peut soit sélectionner une option d'authentification (en tant qu'invité, inscription ou login) ou il peut toujours être vérifié en tant qu'invité. Pour la deuxième option, guest checkout doit être activé chez Magento."
"Customweb_UnzerCw::Wide (label from Unzer)","Wide (label from Unzer)"
"Customweb_UnzerCw::Year","Année"
"Customweb_UnzerCw::Yes","Oui"
"Customweb_UnzerCw::Yes, use images for the brand selection.","Oui, utiliser des images pour la sélection du type."
"Customweb_UnzerCw::You can allow the customers to manage/delete their aliases in the their account.","Vous pouvez permettre aux clients de gérer / supprimer leurs alias dans leur compte."
"Customweb_UnzerCw::You can decide on the order status new orders should have after they are processed successfully.","Spécifiez le statut de la commande pour les nouvelles commandes qui ont été traitées avec succès."
"Customweb_UnzerCw::You can decide on the order status new orders should have that have an uncertain authorization status.","Spécifiez le statut de la commande pour les nouvelles commandes avec un statut d'autorisation incertain."
"Customweb_UnzerCw::You can specify the order status for new orders that have an uncertain authorisation status.","Vous pouvez spécifier le statut de la commande pour les nouvelles commandes qui ont un statut d'autorisation incertain."
"Customweb_UnzerCw::You can specify the order status for orders that are captured either directly after the order or manually in the backend.","Vous pouvez spécifier le statut de la commande pour les commandes qui sont capturés soit directement après la commande ou manuellement depuis le backend."
"Customweb_UnzerCw::You can specify the order status when an order is cancelled.","Vous pouvez spécifier le statut de la commande quand une commande est annulée."
"Customweb_UnzerCw::You created the order.","Vous avez créé la commande."
"Customweb_UnzerCw::You have no stored aliases.","Vous n'avez pas d'alias."
"Customweb_UnzerCw::You have to configure the merchant name in the payment method configuration.","You have to configure the merchant name in the payment method configuration."
"Customweb_UnzerCw::You have to enter a card number.","Vous devez insérer le numéro de carte."
"Customweb_UnzerCw::You have to enter bank code of your bank.","Il faut insérer le code banquaire de votre banque."
"Customweb_UnzerCw::You have to enter commercial number of you company.","Il faut insérer le numéro de commerce de votre entreprise."
"Customweb_UnzerCw::You have to enter either the CVC code or the issue number of your card.","Vous devez insérer le code CVC ou le numéro de série de votre carte."
"Customweb_UnzerCw::You have to enter sales tax number of you company.","Vous devez insérer le numéro de la taxe de vente de votre entreprise."
"Customweb_UnzerCw::You have to enter sales tax number of your company.","Vous devez insérer le numéro de la taxe de vente de votre entreprise."
"Customweb_UnzerCw::You have to enter the BIC.","Vous devez saisir le code BIC."
"Customweb_UnzerCw::You have to enter the CVC code from your card.","Vous devez insérer le code CVC de votre carte."
"Customweb_UnzerCw::You have to enter the IBAN.","Il faut insérer l'IBAN du compte banquaire"
"Customweb_UnzerCw::You have to enter the account holder name on the card.","Vous devez insérer le nom du titulaire de la carte."
"Customweb_UnzerCw::You have to enter the account holder name.","Veuillez insérer ici le nom du titulaire de la carte."
"Customweb_UnzerCw::You have to enter the card holder name on the card.","Vous devez insérer le titulaire de la carte."
"Customweb_UnzerCw::You have to enter the location of your bank.","Vous devez insérer le lieu de votre banque."
"Customweb_UnzerCw::You have to enter the name of the account owner.","Vous devez insérer le titulaire de compte"
"Customweb_UnzerCw::You have to enter the name of your bank.","Vous devez insérer le nom de votre banque."
"Customweb_UnzerCw::You have to enter your IBAN Number.","Il faut insérer l'IBAN du compte banquaire"
"Customweb_UnzerCw::You have to enter your bank account number.","Veuillez insérer l'IBAN de votre compte banquaire."
"Customweb_UnzerCw::You have to enter your social security number.","Veuillez insérer votre numéro de sécurité sociale."
"Customweb_UnzerCw::You may choose one of the cards you paid before on this site.","Vous pouvez choisir parmi les cartes utilisées précédemment:"
"Customweb_UnzerCw::You may choose one of your stored payment details.","Sélectionnez l'une des informations de paiement enregistrées pour le paiement"
"Customweb_UnzerCw::You will be redirect to the order confirmation page.","Vous allez être redirigé vers la page de confirmation de commande."
"Customweb_UnzerCw::Your browser does not allow the execution of JavaScript. Please activate JavaScript in your browser and reload this page.","Votre navigateur ne permet pas l'exécution de JavaScript. Veuillez activer JavaScript dans votre navigateur et recharger cette page."
"Customweb_UnzerCw::Your checkout session expired.","Your checkout session expired."
"Customweb_UnzerCw::Your payment is currently pending.","Your payment is currently pending."
"Customweb_UnzerCw::UnzerCw Aliases","UnzerCw Alias"
"Customweb_UnzerCw::____paymentMethodName____","____paymentMethodName____"
"Customweb_UnzerCw::Unzer","Unzer"
"Customweb_UnzerCw::Unzer Aliases","Alias Unzer"
"Customweb_UnzerCw::Unzer Authorization ID","Unzer Authorization ID"
"Customweb_UnzerCw::Unzer Basket ID","Unzer Basket ID"
"Customweb_UnzerCw::Unzer Canceled Amount","Unzer Canceled Amount"
"Customweb_UnzerCw::Unzer Charge ID","Unzer Charge ID"
"Customweb_UnzerCw::Unzer Charged Amount","Unzer Charged Amount"
"Customweb_UnzerCw::Unzer Customer ID","Unzer Customer ID"
"Customweb_UnzerCw::Unzer Error","Erreur de Unzer"
"Customweb_UnzerCw::Unzer Metadata ID","Unzer Metadata ID"
"Customweb_UnzerCw::Unzer Parameters","Unzer Paramètres"
"Customweb_UnzerCw::Unzer Payment ID","Unzer Payment ID"
"Customweb_UnzerCw::Unzer Refund Items","Unzer _ remboursement articles"
"Customweb_UnzerCw::Unzer Remaining Amount","Unzer Remaining Amount"
"Customweb_UnzerCw::Unzer Section","Section Unzer"
"Customweb_UnzerCw::Unzer Short ID","Unzer Short ID"
"Customweb_UnzerCw::Unzer Total Amount","Unzer Total Amount"
"Customweb_UnzerCw::Unzer Trace ID","Unzer Trace ID"
"Customweb_UnzerCw::Unzer Trace ID (processing)","Unzer Trace ID (processing)"
"Customweb_UnzerCw::Unzer Transactions","Transactions de Unzer"
"Customweb_UnzerCw::Unzer Type ID","Unzer Type ID"
"Customweb_UnzerCw::Unzer Unique ID","Unzer Unique ID"
"Customweb_UnzerCw::Unzer: Alias Management","Unzer: Gestion des Alias"
"Customweb_UnzerCw::customweb ltd","customweb ltd"
"Customweb_UnzerCw::no","no"
"Customweb_UnzerCw::or","ou"
"Customweb_UnzerCw::yes","Oui"
