"Customweb_UnzerCw::!label (Live)","!label (Live)"
"Customweb_UnzerCw::The refund item with SKU '@sku' is not present in the original order.","Der zurückerstattete Artikel mit der Bestandseinheit @sku ist in der ursprünglichen Bestellung nicht enthalten."
"Customweb_UnzerCw::The refunding could not be conducted. Error code: !error.","Die Rückerstattung konnte nicht durchgeführt werden. Fehlercode: !error."
"Customweb_UnzerCw::The shopping cart has been altered!","Der Warenkorb wurde verändert!"
"Customweb_UnzerCw::The signature could not be verified.","Die Signatur konnte nicht verifiziert werden."
"Customweb_UnzerCw::The site id (PBX_RANG) as defined in the backoffice of Unzer.","Die Site ID (PBX_RANG) wie Sie im Backoffice von Unzer angegeben ist."
"Customweb_UnzerCw::The total refund amount (!totalRefundedAmount) cannot be greater than the captured amount (!capturedAmount).","Der Totale gutzuschreibende Betrag von '!totalRefundedAmount' kann nicht grösser sein als der verbuchte Betrag von '!capturedAmount'."
"Customweb_UnzerCw::The transaction cannot be cancelled online.","Die Transaktion kann nicht online storniert werden."
"Customweb_UnzerCw::The transaction cannot be captured online.","Die Transaktion kann nicht online erfasst werden."
"Customweb_UnzerCw::The transaction cannot be refunded online.","Die Transaktion kann nicht online zurückerstattet werden."
"Customweb_UnzerCw::The transaction failed for an unknown reason.","Die Transaktion ist aus einem unbekanten Grund fehlgeschlagen."
"Customweb_UnzerCw::The transaction failed for an unkown reason.","Die Transaktion ist aufgrund eines unbekannten Fehlers fehlgeschlagen."
"Customweb_UnzerCw::The transaction failed with error code !code.","Die Transaktion ist fehlgeschlagen. Fehlermeldung: !code"
"Customweb_UnzerCw::The transaction is only executed in the test system. The goods should not be delivered.","Die Transaktion wird nur im Testsystem durchgeführt. Die Waren sollen nicht geliefert werden."
"Customweb_UnzerCw::The transaction is pending.","Die Transaktion ist ausstehend."
"Customweb_UnzerCw::The transaction was cancelled.","Die Transaktion ist abgebrochen."
"Customweb_UnzerCw::The uncertain transaction was accepted.","Die unsichere Transaktion wurde akzeptiert."
"Customweb_UnzerCw::The uncertain transaction was finally declined.","Die unsichere Transaktion wurde schliesslich abgelehnt."
"Customweb_UnzerCw::The value for '@label' must be set in the configuration.","Der Wert für '@label' muss in der Konfiguration gesetzt werden."
"Customweb_UnzerCw::The whole transaction is cancelled.","Die gesamte Transaktion wurde storniert."
"Customweb_UnzerCw::There has been a problem during the processing of your payment.","Während der Verarbeitung der Zahlung ist ein Problem aufgetreten."
"Customweb_UnzerCw::There has been a problem during the processing of your payment. Please contact the shop owner to make sure your order was placed successfully.","Während der Verarbeitung der Zahlung ist ein Problem aufgetreten. Bitte kontaktieren Sie den Shop-Betreiber um sicherzugehen, dass die Bestellung erfolgreich erfasst wurde."
"Customweb_UnzerCw::There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %1","Es besteht ein Problem mit Ihrer Lizenz. Bitte kontaktieren Sie uns (www.sellxed.com/support). Reason: %1"
"Customweb_UnzerCw::There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %s","There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %s"
"Customweb_UnzerCw::There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account.","Es ist bereits ein Kunde mit dieser E-Mail-Adresse registriert. Bitte mit dieser E-Mail-Adresse anmelden, oder eine andere E-Mail-Adresse eingeben um ihren Account zu registrieren."
"Customweb_UnzerCw::There seems to be a problem with the Unzer module.","Es scheint ein Problem mit dem Unzer-Modul  zu geben."
"Customweb_UnzerCw::There was an error validating the login and password.","Ein Fehler ist bei der Validierung der Logindaten und des Passworts aufgetreten."
"Customweb_UnzerCw::This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.","Dieser Account ist nicht verifiziert. <a href=""%s"">Klicken Sie hier</a> um die Bestätigungsemail erneut zu versenden."
"Customweb_UnzerCw::This is a brief installation instruction of the main and most important installation steps. It is important that you strictly follow the check-list. Only by doing so, the secure usage in correspondence with all security regulations can be guaranteed.","Dies ist eine kurze Installationsanleitung für die wichtigsten Schritte zur Installation. Es ist wichtig, dass Sie der Checkliste folgen. Nur durch das Befolgen dieser Schritte kann eine sichere und regelkonforme Nutzung garantiert werden."
"Customweb_UnzerCw::This password is used for recurring payments and for the alias manager as well as for the server authorization. This is the password of the Unzer account.","Dieses Passwort wird für wiederkehrende Zahlungen sowie für den Alias Manager und die Service Autorisierung benutzt. Dies ist das Passwort für den Unzer Account."
"Customweb_UnzerCw::This setting can be used to activate resp. deactivate the 3D secure check. Please check with PayBox if you are allowed to deactivate the 3D secure check. This setting has only an effect when you use the payment page.","Anhand dieser Einstellung können Sie die 3D Secure Überprüfung aktivieren bzw. deaktivieren. Bitte fragen Sie bei Paybox an, ob sie 3D Secure deaktivieren dürfen. Diese Einstellung ist nur relevant, wenn Sie Payment Page benutzen."
"Customweb_UnzerCw::This status is set, when the payment was successfull and it is authorized.","Dieser Status wird vergeben, wenn eine Zahlung erfolgreich war und autorisiert wurde."
"Customweb_UnzerCw::This transaction is already closed for further captures.","Diese Transaktion ist bereits geschlossen und es können keine weiteren Buchungen vorgenommen werden."
"Customweb_UnzerCw::This transaction is already closed for further refunds.","Diese Transaktion wurde für weitere Gutschriften bereits geschlossen."
"Customweb_UnzerCw::This transaction no longer exists.","Diese Transaktion existiert nicht mehr."
"Customweb_UnzerCw::Timeout for pending payments (min)","Timeout für ausstehende Zahlungen (Min.)"
"Customweb_UnzerCw::Titel","Titel"
"Customweb_UnzerCw::Title","Titel"
"Customweb_UnzerCw::Title of the payment method","Name der Zahlungsmethode"
"Customweb_UnzerCw::Total","Total"
"Customweb_UnzerCw::Total Shipping Charges","Total Lieferkosten"
"Customweb_UnzerCw::Track order history","Getätigte Bestellungen verfolgen"
"Customweb_UnzerCw::Transaction","Transaktion"
"Customweb_UnzerCw::Transaction Authorized","Transaktion autorisiert"
"Customweb_UnzerCw::Transaction Cancelled","Transaktion storniert"
"Customweb_UnzerCw::Transaction Captured","Transaktion verbucht"
"Customweb_UnzerCw::Transaction History","Transaktionsverlauf"
"Customweb_UnzerCw::Transaction Id","Transaktions-ID"
"Customweb_UnzerCw::Transaction Paid","Transaktion bezahlt"
"Customweb_UnzerCw::Transaction Uncertain","Transaktion ist unsicher"
"Customweb_UnzerCw::Transaction Updates","Transaktionsupdates"
"Customweb_UnzerCw::Transaction cancelled successfully","Die Transaktion wurde erfolgreich abgebrochen."
"Customweb_UnzerCw::Transaction captured successfully","Die Transaktoin wurde erfolgreich verbucht."
"Customweb_UnzerCw::Transaction history","Transaktionsübersicht"
"Customweb_UnzerCw::Transaction in state partial capture.","Die Transaktion ist im Status teilweise verbucht."
"Customweb_UnzerCw::Transaction is in state partial capture.","Die Transaktion ist in einem Teilverbuchunszustand."
"Customweb_UnzerCw::Transaction should be manually reviewed due to a received chargeback.","Die Transaktion sollte manulle geprüft werden, da ein Chargeback eingereicht wurde."
"Customweb_UnzerCw::Transaction should be manually reviewed.","Die Transaktion sollte manuell überprüft werden."
"Customweb_UnzerCw::Transaction was authorized over the deferred authorization mechanism.","Die Transaktion wurde über den verzägerten Autorisierungsmechanismus autorisiert."
"Customweb_UnzerCw::Transaction was authorized, but is already failed in store.","Die Transaktion wurde autorisiert. Allerdings ist diese im Shop bereits abgebrochen worden."
"Customweb_UnzerCw::Transaction was cancelled or refunded, but status change cannot be reflected in store.","Die Transaktion wurde storniert oder rückerstattet, aber die Statusänderung kann nicht im Store reflektiert werden."
"Customweb_UnzerCw::Transaction was cancelled, but is already authorized in store.","Die Transaktion wurde abgebrochen, allerdings ist diese bereits im Shop autorisiert worden."
"Customweb_UnzerCw::Transaction was captured in Unzer, but cannot be captured in store.","Die Transaktion wurde verbucht in Unzer, but cannot be captured in store."
"Customweb_UnzerCw::Transactions","Transaktionen"
"Customweb_UnzerCw::Unable to process form data: '@inner'.","Die Formulardaten konnten nicht verarbeitet werden: '@inner'."
"Customweb_UnzerCw::Unable to save the invoice.","Die Rechnung konnte nicht gespeichert werden."
"Customweb_UnzerCw::Uncertain Status","Unsicherer Status"
"Customweb_UnzerCw::Uncertain transactions","Unsichere Transaktionen"
"Customweb_UnzerCw::Unfortunately you cannot continue.","Leider können Sie nicht weiterfahren."
"Customweb_UnzerCw::Unless you select this checkbox, the payment will be captured at the PSP and you can not add additional captures.","Wenn Sie die Checkbox nicht anklicken, wird die Bestellung beim PSP verbucht und es können keine weiteren Captures erstellt werden."
"Customweb_UnzerCw::Update","Update"
"Customweb_UnzerCw::Update Qty's","Anzahl anpassen"
"Customweb_UnzerCw::Update interval for payments","Update Intervall für Zahlungen"
"Customweb_UnzerCw::Use Base Currency","Basiswährung verwenden"
"Customweb_UnzerCw::Use Default","Standardeinstellungen benutzen"
"Customweb_UnzerCw::Use base currency","Zahlung in der Standard Währung setteln."
"Customweb_UnzerCw::VISA","VISA"
"Customweb_UnzerCw::Validation","Validierung"
"Customweb_UnzerCw::Value for '@name' must be set.","Der Wert für '@name' muss gesetzt werden."
"Customweb_UnzerCw::Version","Version"
"Customweb_UnzerCw::View","Anzeigen"
"Customweb_UnzerCw::Wait On Success Page","Auf der Success Seite warten"
"Customweb_UnzerCw::We cannot get the transaction instance.","Wir können keine Transaktions-Instanz laden."
"Customweb_UnzerCw::We experienced a problem with your sellxed payment extension. For more information, please visit the configuration page of the plugin.","Es gibt ein Problem mit Ihrem Zahlungsmodul. Für mehr Informationen, besuchen Sie für die Informationsseite des Plugins."
"Customweb_UnzerCw::When the store is not available (network outage, server failure or any other outage), when the feedback of Unzer is sent, then the transaction state is not updated. Hence no order confirmation e-mail is sent and the order is not in the paid state. By activating the transaction update, such transactions can be authorized later over direct link. To use this feature the update service must be activated and the API username and the API password must be set.","Wenn der Shop nicht erreichbar ist (Netzwerk- Serverausfall o.ä.) während das Feedback von  Unzer gesendet wird, wird der Transaktionsstatus nicht aktualisiert. Daher wird keine Bestätigungsmail für die Bestellung verwand und die Bestellung hat noch nicht den Status 'bezahlt'. Indem Sie Transaktionsupdates aktivieren, können solche Transaktionen über einen direkten Link aktualisiert werden. Um diesen Service zu nutzen, muss der Update Service aktiviert sein und der API Nutzername sowie das Passwort müssen festgelegt sein."
"Customweb_UnzerCw::When using an external checkout, the customer can either be asked to chose an option to authenticate (as guest, register or login) or he can always be checked out as guest. For the second option to work, guest checkout has to be enabled in magento.","Beim externen Checkout mit Adressübergabe hat der Kunde nach der Rückkehr aus dem Wallet die Möglichkeit sich einzuloggen (als gast, ein Konto erstellen oder mit den bestehenden Kundenkonto einloggen). Alternativ können Sie den Kunden zwingen immer als Gastkunde auszuchecken. In diesem Fall muss aber in Magento Gast Checkout als Option aktiviert sein."
"Customweb_UnzerCw::Wide (label from Unzer)","Breite Elemente (Labels von Unzer)"
"Customweb_UnzerCw::Year","Jahr"
"Customweb_UnzerCw::Yes","Ja"
"Customweb_UnzerCw::Yes, use images for the brand selection.","Logos für die Auswahl des Kartenanbieters benutzen."
"Customweb_UnzerCw::You can allow the customers to manage/delete their aliases in the their account.","Sie können Ihren Kunden gestatten ihre Aliasse auf ihrem Konto zu verwalten/löschen."
"Customweb_UnzerCw::You can decide on the order status new orders should have after they are processed successfully.","Definieren Sie den Bestellstatus für Bestellungen, welche erfolgreich verarbeitet wurden."
"Customweb_UnzerCw::You can decide on the order status new orders should have that have an uncertain authorization status.","Definieren Sie den Bestellstatus für Bestellungen mit einer unsicheren Autorisierung."
"Customweb_UnzerCw::You can specify the order status for new orders that have an uncertain authorisation status.","Sie können den Status von Bestellungen mit unsicherem Autorisationsstatus definieren."
"Customweb_UnzerCw::You can specify the order status for orders that are captured either directly after the order or manually in the backend.","Sie können den Status von Bestellungen definieren, die entwerder direkt nach der Bestellung oder manuell im Backend verbucht werden."
"Customweb_UnzerCw::You can specify the order status when an order is cancelled.","Sie können den Status von abgebrochenen Bestellungen definieren."
"Customweb_UnzerCw::You created the order.","Sie haben die Bestellung aufgegeben."
"Customweb_UnzerCw::You have no stored aliases.","Sie haben keine gespeicherten Aliasse."
"Customweb_UnzerCw::You have to configure the merchant name in the payment method configuration.","Sie müssen den Händlernamen in der Zahlungsmethodenkonfiguration hinterlegen."
"Customweb_UnzerCw::You have to enter a card number.","Sie müssen eine Kartennummer eingeben"
"Customweb_UnzerCw::You have to enter bank code of your bank.","Sie müssen den Bankcode Ihrer Bank eingeben"
"Customweb_UnzerCw::You have to enter commercial number of you company.","Sie müssen die Handelsregisternummer Ihrer Firma eingeben"
"Customweb_UnzerCw::You have to enter either the CVC code or the issue number of your card.","Bitte geben Sie entweder den CVC oder die Ausgabenummer Ihrer Karte ein."
"Customweb_UnzerCw::You have to enter sales tax number of you company.","Bitte tragen Sie hier die Steuernummer Ihrer Firma ein."
"Customweb_UnzerCw::You have to enter sales tax number of your company.","Bitte geben Sie die Umsatzsteuer-Identifikationsnummer ein."
"Customweb_UnzerCw::You have to enter the BIC.","Sie müssen die BIC eingeben."
"Customweb_UnzerCw::You have to enter the CVC code from your card.","Sie müssen den CVC Ihrer Karte eingeben."
"Customweb_UnzerCw::You have to enter the IBAN.","Sie müssen die IBAN Ihres Bankkontos eingeben"
"Customweb_UnzerCw::You have to enter the account holder name on the card.","Sie müssen den Kontoinhaber angeben."
"Customweb_UnzerCw::You have to enter the account holder name.","Bitte geben Sie den Kontoinhaber an."
"Customweb_UnzerCw::You have to enter the card holder name on the card.","Bitte geben Sie den Namen des Karteninhabers ein"
"Customweb_UnzerCw::You have to enter the location of your bank.","Bitte geben Sie den Standort Ihrer Bank ein."
"Customweb_UnzerCw::You have to enter the name of the account owner.","Bitte geben Sie den Namen des Kontoinhabers an."
"Customweb_UnzerCw::You have to enter the name of your bank.","Sie müssen den Namen Ihrer Bank eingeben."
"Customweb_UnzerCw::You have to enter your IBAN Number.","Sie müssen die IBAN Ihres Bankkontos eingeben"
"Customweb_UnzerCw::You have to enter your bank account number.","Bitte geben Sie die IBAN Ihres Bankkontos ein."
"Customweb_UnzerCw::You have to enter your social security number.","Bitte geben Sie hier Ihre Sozialversicherungsnummer ein."
"Customweb_UnzerCw::You may choose one of the cards you paid before on this site.","Sie können aus einer der bereits gespeicherten Karten auswählen."
"Customweb_UnzerCw::You may choose one of your stored payment details.","Wählen Sie eine der gespeicherten Zahlungsinformationen zur Zahlung."
"Customweb_UnzerCw::You will be redirect to the order confirmation page.","Sie werden zur Bestätigungsseite weitergeleitet"
"Customweb_UnzerCw::Your browser does not allow the execution of JavaScript. Please activate JavaScript in your browser and reload this page.","Ihr Browser hat keine JavaScript Unterstützung. Bitte aktivieren Sie JavaScript oder wechseln Sie den Browser."
"Customweb_UnzerCw::Your checkout session expired.","Ihre Sitzung ist abgelaufen."
"Customweb_UnzerCw::Your payment is currently pending.","Die Zahlung ist aktuell in Bearbeitung."
"Customweb_UnzerCw::UnzerCw Aliases","UnzerCw Alias"
"Customweb_UnzerCw::____paymentMethodName____","____paymentMethodName____"
"Customweb_UnzerCw::Unzer","Unzer"
"Customweb_UnzerCw::Unzer Aliases","Unzer Aliasse"
"Customweb_UnzerCw::Unzer Authorization ID","Unzer Autorisierungs-ID"
"Customweb_UnzerCw::Unzer Basket ID","Unzer Warenkorb-ID"
"Customweb_UnzerCw::Unzer Canceled Amount","Unzer aufgehobener Betrag"
"Customweb_UnzerCw::Unzer Charge ID","Unzer Belastungs-ID"
"Customweb_UnzerCw::Unzer Charged Amount","Unzer belasteter Betrag"
"Customweb_UnzerCw::Unzer Customer ID","Unzer Kunden-ID"
"Customweb_UnzerCw::Unzer Error","Unzer Fehler"
"Customweb_UnzerCw::Unzer Metadata ID","Unzer Metadata-ID"
"Customweb_UnzerCw::Unzer Parameters","Unzer Parameter"
"Customweb_UnzerCw::Unzer Payment ID","Unzer Zahlungs-ID"
"Customweb_UnzerCw::Unzer Refund Items","Unzer Gutschriftsartikel"
"Customweb_UnzerCw::Unzer Remaining Amount","Unzer verbleibender Betrag"
"Customweb_UnzerCw::Unzer Section","Unzer Sektion"
"Customweb_UnzerCw::Unzer Short ID","Unzer Kurz-ID"
"Customweb_UnzerCw::Unzer Total Amount","Unzer Totalbetrag"
"Customweb_UnzerCw::Unzer Trace ID","Unzer Trace-ID"
"Customweb_UnzerCw::Unzer Trace ID (processing)","Unzer Trace ID (Verarbeitung)"
"Customweb_UnzerCw::Unzer Transactions","Unzer Transaktion"
"Customweb_UnzerCw::Unzer Type ID","Unzer Typ-ID"
"Customweb_UnzerCw::Unzer Unique ID","Unzer Eindeutige-ID"
"Customweb_UnzerCw::Unzer: Alias Management","Unzer: Alias Management"
"Customweb_UnzerCw::customweb ltd","customweb GmbH"
"Customweb_UnzerCw::no","Nein"
"Customweb_UnzerCw::or","oder"
"Customweb_UnzerCw::yes","Ja"
